Date / Time,Temperature [C],DissolvedOxygen [mg/l],Time (s) Run 1,pH Run 3,Voltage (mV) Run 3,Conductivity (µS/cm) Run 1
4/15/2022 6:23,10.5,453.65,130080,7.84,-53,570.3
4/15/2022 6:25,10.4,453.91,130200,7.84,-53,570.7
4/15/2022 6:27,10.5,453.65,130320,7.84,-53,570.3
4/15/2022 6:29,10.4,453.65,130440,7.83,-52,570.3
4/15/2022 6:31,10.4,453.65,130560,7.84,-53,570.3
4/15/2022 6:33,10.4,453.65,130680,7.84,-53,570.3
4/15/2022 6:35,10.4,453.38,130800,7.83,-52,570
4/15/2022 6:37,10.4,453.38,130920,7.83,-52,570
4/15/2022 6:39,10.4,453.65,131040,7.84,-53,570.3
4/15/2022 6:41,10.4,453.38,131160,7.84,-53,570
4/15/2022 6:43,10.4,453.12,131280,7.84,-53,569.7
4/15/2022 6:45,10.4,453.12,131400,7.84,-53,569.7
4/15/2022 6:47,10.4,452.59,131520,7.84,-53,569
4/15/2022 6:49,10.4,452.59,131640,7.84,-53,569
4/15/2022 6:51,10.4,452.85,131760,7.83,-52,569.3
4/15/2022 6:53,10.4,452.59,131880,7.83,-52,569
4/15/2022 6:55,10.4,452.85,132000,7.83,-52,569.3
4/15/2022 6:57,10.4,452.06,132120,7.83,-52,568.3
4/15/2022 6:59,10.4,452.59,132240,7.84,-53,569
4/15/2022 7:01,10.4,452.32,132360,7.84,-53,568.7
4/15/2022 7:03,10.4,452.32,132480,7.84,-53,568.7
4/15/2022 7:05,10.4,452.32,132600,7.83,-52,568.7
4/15/2022 7:07,10.4,452.59,132720,7.84,-53,569
4/15/2022 7:09,10.4,451.79,132840,7.83,-52,568
4/15/2022 7:11,10.4,452.32,132960,7.83,-52,568.7
4/15/2022 7:13,10.4,446.22,133080,7.84,-53,561
4/15/2022 7:15,10.4,452.06,133200,7.84,-53,568.3
4/15/2022 7:17,10.4,452.06,133320,7.86,-54,568.3
4/15/2022 7:19,10.3,452.06,133440,7.84,-53,568.3
4/15/2022 7:21,10.3,452.32,133560,7.83,-52,568.7
4/15/2022 7:23,10.4,452.32,133680,7.83,-52,568.7
4/15/2022 7:25,10.4,451.79,133800,7.83,-52,568
4/15/2022 7:27,10.3,452.32,133920,7.83,-52,568.7
4/15/2022 7:29,10.4,452.59,134040,7.79,-50,569
4/15/2022 7:31,10.3,452.32,134160,7.84,-53,568.7
4/15/2022 7:33,10.4,452.32,134280,7.86,-54,568.7
4/15/2022 7:35,10.4,452.59,134400,7.84,-53,569
4/15/2022 7:37,10.4,452.85,134520,7.84,-53,569.3
4/15/2022 7:39,10.3,452.59,134640,7.84,-53,569
4/15/2022 7:41,10.4,453.12,134760,7.84,-53,569.7
4/15/2022 7:43,10.4,453.12,134880,7.84,-53,569.7
4/15/2022 7:45,10.4,453.91,135000,7.84,-53,570.7
4/15/2022 7:47,10.4,453.38,135120,7.84,-53,570
4/15/2022 7:49,10.4,453.38,135240,7.83,-52,570
4/15/2022 7:51,10.4,453.38,135360,7.84,-53,570
4/15/2022 7:53,10.3,453.91,135480,7.84,-53,570.7
4/15/2022 7:55,10.4,453.91,135600,7.86,-54,570.7
4/15/2022 7:57,10.4,454.18,135720,7.84,-53,571
4/15/2022 7:59,10.4,454.18,135840,7.84,-53,571
4/15/2022 8:01,10.4,454.44,135960,7.84,-53,571.3
4/15/2022 8:03,10.4,454.97,136080,7.84,-53,572
4/15/2022 8:05,10.4,455.24,136200,7.86,-54,572.3
4/15/2022 8:07,10.4,455.24,136320,7.86,-54,572.3
4/15/2022 8:09,10.4,455.24,136440,7.86,-54,572.3
4/15/2022 8:11,10.4,455.5,136560,7.86,-54,572.7
4/15/2022 8:13,10.4,456.03,136680,7.84,-53,573.3
4/15/2022 8:15,10.4,455.77,136800,7.86,-54,573
4/15/2022 8:17,10.4,456.3,136920,7.86,-54,573.7
4/15/2022 8:19,10.4,456.56,137040,7.86,-54,574
4/15/2022 8:21,10.5,452.32,137160,7.86,-54,568.7
4/15/2022 8:23,10.4,457.36,137280,7.86,-54,575
4/15/2022 8:25,10.4,457.09,137400,7.86,-54,574.7
4/15/2022 8:27,10.5,457.36,137520,7.86,-54,575
4/15/2022 8:29,10.5,457.62,137640,7.88,-55,575.3
4/15/2022 8:31,10.5,458.15,137760,7.86,-54,576
4/15/2022 8:33,10.5,458.42,137880,7.88,-55,576.3
4/15/2022 8:35,10.5,458.68,138000,7.88,-55,576.7
4/15/2022 8:37,10.5,458.95,138120,7.86,-54,577
4/15/2022 8:39,10.5,459.48,138240,7.88,-55,577.7
4/15/2022 8:41,10.6,460.01,138360,7.86,-54,578.3
4/15/2022 8:43,10.6,460.01,138480,7.86,-54,578.3
4/15/2022 8:45,10.6,460.54,138600,7.86,-54,579
4/15/2022 8:47,10.6,460.81,138720,7.86,-54,579.3
4/15/2022 8:49,10.6,461.34,138840,7.86,-54,580
4/15/2022 8:51,10.6,461.6,138960,7.88,-55,580.3
4/15/2022 8:53,10.7,462.4,139080,7.88,-55,581.3
4/15/2022 8:55,10.7,462.4,139200,7.88,-55,581.3
4/15/2022 8:57,10.7,462.93,139320,7.88,-55,582
4/15/2022 8:59,10.7,462.93,139440,7.88,-55,582
4/15/2022 9:01,10.7,463.72,139560,7.88,-55,583
4/15/2022 9:03,10.8,464.25,139680,7.88,-55,583.7
4/15/2022 9:05,10.8,464.78,139800,7.89,-56,584.3
4/15/2022 9:07,10.8,464.78,139920,7.88,-55,584.3
4/15/2022 9:09,10.8,465.31,140040,7.88,-55,585
4/15/2022 9:11,10.8,465.84,140160,7.88,-55,585.7
4/15/2022 9:13,10.9,466.11,140280,7.88,-55,586
4/15/2022 9:15,10.9,466.11,140400,7.89,-56,586
4/15/2022 9:17,10.9,466.64,140520,7.88,-55,586.7
4/15/2022 9:19,10.9,467.17,140640,7.89,-56,587.3
4/15/2022 9:21,10.9,467.7,140760,7.89,-56,588
4/15/2022 9:23,11,467.96,140880,7.89,-56,588.3
4/15/2022 9:25,11,468.23,141000,7.91,-57,588.7
4/15/2022 9:27,11,468.76,141120,7.89,-56,589.3
4/15/2022 9:29,11,469.02,141240,7.89,-56,589.7
4/15/2022 9:31,11,469.56,141360,7.89,-56,590.3
4/15/2022 9:33,11,469.56,141480,7.89,-56,590.3
4/15/2022 9:35,11.1,470.35,141600,7.89,-56,591.3
4/15/2022 9:37,11.1,470.62,141720,7.89,-56,591.7
4/15/2022 9:39,11.1,471.15,141840,7.91,-57,592.3
4/15/2022 9:41,11.2,471.41,141960,7.89,-56,592.7
4/15/2022 9:43,11.2,471.68,142080,7.89,-56,593
4/15/2022 9:45,11.2,472.21,142200,7.89,-56,593.7
4/15/2022 9:47,11.2,472.74,142320,7.89,-56,594.3
4/15/2022 9:49,11.3,473.27,142440,7.91,-57,595
4/15/2022 9:51,11.3,473.27,142560,7.93,-58,595
4/15/2022 9:53,11.3,473.53,142680,7.89,-56,595.3
4/15/2022 9:55,11.4,474.06,142800,7.89,-56,596
4/15/2022 9:57,11.4,474.59,142920,7.91,-57,596.7
4/15/2022 9:59,11.4,475.12,143040,7.89,-56,597.3
4/15/2022 10:01,11.4,475.65,143160,7.91,-57,598
4/15/2022 10:03,11.5,476.18,143280,7.93,-58,598.7
4/15/2022 10:05,11.5,476.71,143400,7.91,-57,599.3
4/15/2022 10:07,11.5,477.24,143520,7.91,-57,600
4/15/2022 10:09,11.6,477.24,143640,7.91,-57,600
4/15/2022 10:11,11.6,478.04,143760,7.93,-58,601
4/15/2022 10:13,11.6,478.57,143880,7.91,-57,601.7
4/15/2022 10:15,11.7,478.84,144000,7.91,-57,602
4/15/2022 10:17,11.7,479.37,144120,7.93,-58,602.7
4/15/2022 10:19,11.7,480.16,144240,7.93,-58,603.7
4/15/2022 10:21,11.8,480.43,144360,7.93,-58,604
4/15/2022 10:23,11.8,481.22,144480,7.93,-58,605
4/15/2022 10:25,11.8,481.49,144600,7.93,-58,605.3
4/15/2022 10:27,11.9,482.28,144720,7.93,-58,606.3
4/15/2022 10:29,11.9,482.28,144840,7.93,-58,606.3
4/15/2022 10:31,12,483.61,144960,7.91,-57,608
4/15/2022 10:33,12,483.87,145080,7.93,-58,608.3
4/15/2022 10:35,12,484.14,145200,7.94,-59,608.7
4/15/2022 10:37,12,484.4,145320,7.93,-58,609
4/15/2022 10:39,12.1,485.46,145440,7.93,-58,610.3
4/15/2022 10:41,12.2,486.26,145560,7.93,-58,611.3
4/15/2022 10:43,12.2,486.26,145680,7.94,-59,611.3
4/15/2022 10:45,12.2,487.58,145800,7.94,-59,613
4/15/2022 10:47,12.3,487.85,145920,7.94,-59,613.3
4/15/2022 10:49,12.3,487.85,146040,7.96,-60,613.3
4/15/2022 10:51,12.3,489.44,146160,7.93,-58,615.3
4/15/2022 10:53,12.4,489.44,146280,7.94,-59,615.3
4/15/2022 10:55,12.4,490.77,146400,7.93,-58,617
4/15/2022 10:57,12.4,491.3,146520,7.93,-58,617.7
4/15/2022 10:59,12.5,491.3,146640,7.94,-59,617.7
4/15/2022 11:01,12.5,492.09,146760,7.94,-59,618.7
4/15/2022 11:03,12.6,492.89,146880,7.94,-59,619.7
4/15/2022 11:05,12.6,493.68,147000,7.94,-59,620.7
4/15/2022 11:07,12.7,493.95,147120,7.93,-58,621
4/15/2022 11:09,12.7,495.01,147240,7.96,-60,622.3
4/15/2022 11:11,12.8,495.8,147360,7.94,-59,623.3
4/15/2022 11:13,12.8,496.6,147480,7.94,-59,624.3
4/15/2022 11:15,12.9,497.39,147600,7.96,-60,625.3
4/15/2022 11:17,12.9,497.39,147720,7.96,-60,625.3
4/15/2022 11:19,13,498.46,147840,7.96,-60,626.7
4/15/2022 11:21,13,498.99,147960,7.94,-59,627.3
4/15/2022 11:23,13.1,499.52,148080,7.94,-59,628
4/15/2022 11:25,13.1,500.84,148200,7.96,-60,629.7
4/15/2022 11:27,13.2,500.84,148320,7.96,-60,629.7
4/15/2022 11:29,13.2,501.37,148440,7.94,-59,630.3
4/15/2022 11:31,13.3,501.9,148560,7.96,-60,631
4/15/2022 11:33,13.3,502.43,148680,7.94,-59,631.7
4/15/2022 11:35,13.3,502.7,148800,7.98,-61,632
4/15/2022 11:37,13.4,503.76,148920,7.96,-60,633.3
4/15/2022 11:39,13.4,504.02,149040,7.94,-59,633.7
4/15/2022 11:41,13.5,504.55,149160,7.94,-59,634.3
4/15/2022 11:43,13.5,504.82,149280,7.96,-60,634.7
4/15/2022 11:45,13.5,505.61,149400,7.96,-60,635.7
4/15/2022 11:47,13.6,506.14,149520,7.96,-60,636.3
4/15/2022 11:49,13.7,506.67,149640,7.98,-61,637
4/15/2022 11:51,13.7,507.73,149760,7.98,-61,638.3
4/15/2022 11:53,13.8,508,149880,7.96,-60,638.7
4/15/2022 11:55,13.9,508.53,150000,7.96,-60,639.3
4/15/2022 11:57,13.9,509.33,150120,7.96,-60,640.3
4/15/2022 11:59,13.9,510.12,150240,7.98,-61,641.3
4/15/2022 12:01,13.9,510.39,150360,7.98,-61,641.7
4/15/2022 12:03,14,510.92,150480,7.98,-61,642.3
4/15/2022 12:05,14.1,511.45,150600,7.96,-60,643
4/15/2022 12:07,14.1,511.98,150720,7.98,-61,643.7
4/15/2022 12:09,14.2,512.77,150840,7.98,-61,644.7
4/15/2022 12:11,14.2,512.77,150960,7.99,-62,644.7
4/15/2022 12:13,14.3,514.1,151080,7.98,-61,646.3
4/15/2022 12:15,14.3,514.36,151200,7.98,-61,646.7
4/15/2022 12:17,14.4,515.16,151320,7.99,-62,647.7
4/15/2022 12:19,14.5,516.48,151440,7.98,-61,649.3
4/15/2022 12:21,14.5,516.48,151560,7.99,-62,649.3
4/15/2022 12:23,14.6,517.28,151680,7.99,-62,650.3
4/15/2022 12:25,14.6,517.81,151800,7.98,-61,651
4/15/2022 12:27,14.6,517.81,151920,7.98,-61,651
4/15/2022 12:29,14.7,518.87,152040,7.98,-61,652.3
4/15/2022 12:31,14.7,519.14,152160,7.98,-61,652.7
4/15/2022 12:33,14.8,519.67,152280,7.98,-61,653.3
4/15/2022 12:35,14.8,520.2,152400,7.96,-60,654
4/15/2022 12:37,14.9,520.73,152520,7.98,-61,654.7
4/15/2022 12:39,14.9,521.52,152640,7.96,-60,655.7
4/15/2022 12:41,14.9,522.05,152760,7.99,-62,656.3
4/15/2022 12:43,15,522.32,152880,7.99,-62,656.7
4/15/2022 12:45,15,522.32,153000,7.98,-61,656.7
4/15/2022 12:47,15,523.11,153120,7.98,-61,657.7
4/15/2022 12:49,15.1,523.38,153240,7.98,-61,658
4/15/2022 12:51,15.1,523.64,153360,7.99,-62,658.3
4/15/2022 12:53,15.2,523.91,153480,7.99,-62,658.7
4/15/2022 12:55,15.2,524.7,153600,7.99,-62,659.7
4/15/2022 12:57,15.2,525.5,153720,7.99,-62,660.7
4/15/2022 12:59,15.3,525.5,153840,7.99,-62,660.7
4/15/2022 13:01,15.4,526.29,153960,7.99,-62,661.7
4/15/2022 13:03,15.4,526.82,154080,7.98,-61,662.3
4/15/2022 13:05,15.4,527.89,154200,7.98,-61,663.7
4/15/2022 13:07,15.5,528.15,154320,7.99,-62,664
4/15/2022 13:09,15.5,528.15,154440,7.99,-62,664
4/15/2022 13:11,15.5,528.42,154560,7.98,-61,664.3
4/15/2022 13:13,15.6,528.95,154680,7.99,-62,665
4/15/2022 13:15,15.6,529.48,154800,7.99,-62,665.7
4/15/2022 13:17,15.6,530.8,154920,7.98,-61,667.3
4/15/2022 13:19,15.7,530.8,155040,7.99,-62,667.3
4/15/2022 13:21,15.8,530.8,155160,7.99,-62,667.3
4/15/2022 13:23,15.8,531.6,155280,7.98,-61,668.3
4/15/2022 13:25,15.8,532.66,155400,7.99,-62,669.7
4/15/2022 13:27,15.9,532.66,155520,7.99,-62,669.7
4/15/2022 13:29,16,533.72,155640,7.99,-62,671
4/15/2022 13:31,16,534.25,155760,7.99,-62,671.7
4/15/2022 13:33,16.1,534.25,155880,7.99,-62,671.7
4/15/2022 13:35,16.1,534.78,156000,7.98,-61,672.3
4/15/2022 13:37,16.1,535.31,156120,7.99,-62,673
4/15/2022 13:39,16.2,536.1,156240,7.99,-62,674
4/15/2022 13:41,16.2,536.9,156360,7.99,-62,675
4/15/2022 13:43,16.3,536.37,156480,7.99,-62,674.3
4/15/2022 13:45,16.3,536.9,156600,7.99,-62,675
4/15/2022 13:47,16.3,537.16,156720,7.99,-62,675.3
4/15/2022 13:49,16.4,537.96,156840,7.98,-61,676.3
4/15/2022 13:51,16.4,537.96,156960,7.99,-62,676.3
4/15/2022 13:53,16.4,539.55,157080,8.01,-63,678.3
4/15/2022 13:55,16.5,539.02,157200,7.98,-61,677.7
4/15/2022 13:57,16.5,539.55,157320,7.99,-62,678.3
4/15/2022 13:59,16.6,540.08,157440,7.99,-62,679
4/15/2022 14:01,16.6,540.35,157560,7.99,-62,679.3
4/15/2022 14:03,16.7,540.88,157680,8.01,-63,680
4/15/2022 14:05,16.7,541.14,157800,7.99,-62,680.3
4/15/2022 14:07,16.7,541.41,157920,7.99,-62,680.7
4/15/2022 14:09,16.7,541.94,158040,7.99,-62,681.3
4/15/2022 14:11,16.8,542.47,158160,7.99,-62,682
4/15/2022 14:13,16.8,543,158280,7.99,-62,682.7
4/15/2022 14:15,16.8,543.26,158400,8.01,-63,683
4/15/2022 14:17,16.9,543.26,158520,8.01,-63,683
4/15/2022 14:19,16.9,543.26,158640,7.99,-62,683
4/15/2022 14:21,16.9,543.53,158760,7.99,-62,683.3
4/15/2022 14:23,17,544.06,158880,7.99,-62,684
4/15/2022 14:25,17,544.32,159000,7.98,-61,684.3
4/15/2022 14:27,17,544.59,159120,7.99,-62,684.7
4/15/2022 14:29,17,545.12,159240,7.99,-62,685.3
4/15/2022 14:31,17.1,545.12,159360,7.99,-62,685.3
4/15/2022 14:33,17.1,545.12,159480,7.99,-62,685.3
4/15/2022 14:35,17.1,545.65,159600,7.99,-62,686
4/15/2022 14:37,17.1,545.91,159720,7.99,-62,686.3
4/15/2022 14:39,17.2,546.18,159840,7.99,-62,686.7
4/15/2022 14:41,17.2,546.97,159960,7.99,-62,687.7
4/15/2022 14:43,17.3,546.97,160080,7.99,-62,687.7
4/15/2022 14:45,17.3,546.97,160200,7.98,-61,687.7
4/15/2022 14:47,17.3,547.24,160320,8.01,-63,688
4/15/2022 14:49,17.3,547.24,160440,7.98,-61,688
4/15/2022 14:51,17.4,547.77,160560,7.99,-62,688.7
4/15/2022 14:53,17.4,548.3,160680,7.98,-61,689.3
4/15/2022 14:55,17.4,547.77,160800,7.99,-62,688.7
4/15/2022 14:57,17.4,548.04,160920,7.99,-62,689
4/15/2022 14:59,17.4,548.3,161040,7.99,-62,689.3
4/15/2022 15:01,17.5,548.83,161160,7.99,-62,690
4/15/2022 15:03,17.5,548.83,161280,7.98,-61,690
4/15/2022 15:05,17.5,548.83,161400,7.99,-62,690
4/15/2022 15:07,17.5,549.36,161520,7.98,-61,690.7
4/15/2022 15:09,17.6,549.1,161640,7.99,-62,690.3
4/15/2022 15:11,17.5,549.36,161760,7.98,-61,690.7
4/15/2022 15:13,17.6,549.1,161880,7.99,-62,690.3
4/15/2022 15:15,17.6,549.36,162000,7.98,-61,690.7
4/15/2022 15:17,17.6,549.63,162120,7.96,-60,691
4/15/2022 15:19,17.6,549.63,162240,7.99,-62,691
4/15/2022 15:21,17.6,549.63,162360,7.99,-62,691
4/15/2022 15:23,17.6,549.89,162480,7.98,-61,691.3
4/15/2022 15:25,17.6,549.63,162600,7.99,-62,691
4/15/2022 15:27,17.7,550.16,162720,7.98,-61,691.7
4/15/2022 15:29,17.7,550.16,162840,7.98,-61,691.7
4/15/2022 15:31,17.7,550.16,162960,7.98,-61,691.7
4/15/2022 15:33,17.7,550.42,163080,7.98,-61,692
4/15/2022 15:35,17.7,550.42,163200,7.98,-61,692
4/15/2022 15:37,17.7,550.42,163320,7.98,-61,692
4/15/2022 15:39,17.7,550.42,163440,7.96,-60,692
4/15/2022 15:41,17.7,550.42,163560,7.98,-61,692
4/15/2022 15:43,17.7,550.42,163680,7.99,-62,692
4/15/2022 15:45,17.7,550.42,163800,7.98,-61,692
4/15/2022 15:47,17.7,550.42,163920,7.98,-61,692
4/15/2022 15:49,17.7,550.42,164040,7.98,-61,692
4/15/2022 15:51,17.7,550.42,164160,7.96,-60,692
4/15/2022 15:53,17.7,550.42,164280,7.98,-61,692
4/15/2022 15:55,17.7,550.42,164400,7.98,-61,692
4/15/2022 15:57,17.7,550.16,164520,7.98,-61,691.7
4/15/2022 15:59,17.7,549.89,164640,7.98,-61,691.3
4/15/2022 16:01,17.7,549.36,164760,7.98,-61,690.7
4/15/2022 16:03,17.6,549.36,164880,7.96,-60,690.7
4/15/2022 16:05,17.7,549.63,165000,7.98,-61,691
4/15/2022 16:07,17.6,549.1,165120,7.98,-61,690.3
4/15/2022 16:09,17.6,549.36,165240,7.98,-61,690.7
4/15/2022 16:11,17.6,549.1,165360,7.98,-61,690.3
4/15/2022 16:13,17.6,549.1,165480,7.98,-61,690.3
4/15/2022 16:15,17.6,549.36,165600,7.96,-60,690.7
4/15/2022 16:17,17.6,549.1,165720,7.98,-61,690.3
4/15/2022 16:19,17.6,549.1,165840,7.96,-60,690.3
4/15/2022 16:21,17.6,549.1,165960,7.98,-61,690.3
4/15/2022 16:23,17.6,548.83,166080,7.98,-61,690
4/15/2022 16:25,17.6,548.83,166200,7.98,-61,690
4/15/2022 16:27,17.6,548.83,166320,7.96,-60,690
4/15/2022 16:29,17.6,548.57,166440,7.98,-61,689.7
4/15/2022 16:31,17.5,548.3,166560,7.98,-61,689.3
4/15/2022 16:33,17.5,548.3,166680,7.96,-60,689.3
4/15/2022 16:35,17.5,548.04,166800,7.98,-61,689
4/15/2022 16:37,17.5,547.77,166920,7.96,-60,688.7
4/15/2022 16:39,17.5,547.77,167040,7.96,-60,688.7
4/15/2022 16:41,17.5,547.51,167160,7.98,-61,688.3
4/15/2022 16:43,17.4,546.97,167280,7.96,-60,687.7
4/15/2022 16:45,17.4,546.97,167400,7.96,-60,687.7
4/15/2022 16:47,17.4,546.97,167520,7.96,-60,687.7
4/15/2022 16:49,17.4,546.71,167640,7.96,-60,687.3
4/15/2022 16:51,17.3,546.71,167760,7.94,-59,687.3
4/15/2022 16:53,17.3,546.18,167880,7.96,-60,686.7
4/15/2022 16:55,17.3,546.18,168000,7.96,-60,686.7
4/15/2022 16:57,17.3,545.91,168120,7.96,-60,686.3
4/15/2022 16:59,17.3,546.18,168240,7.96,-60,686.7
4/15/2022 17:01,17.3,545.65,168360,7.96,-60,686
4/15/2022 17:03,17.3,545.65,168480,7.96,-60,686
4/15/2022 17:05,17.3,545.12,168600,7.96,-60,685.3
4/15/2022 17:07,17.3,545.12,168720,7.94,-59,685.3
4/15/2022 17:09,17.2,545.12,168840,7.94,-59,685.3
4/15/2022 17:11,17.2,544.85,168960,7.94,-59,685
4/15/2022 17:13,17.2,544.32,169080,7.96,-60,684.3
4/15/2022 17:15,17.2,544.06,169200,7.96,-60,684
4/15/2022 17:17,17.1,543.79,169320,7.96,-60,683.7
4/15/2022 17:19,17.1,543.53,169440,7.94,-59,683.3
4/15/2022 17:21,17.1,543.26,169560,7.94,-59,683
4/15/2022 17:23,17,542.73,169680,7.94,-59,682.3
4/15/2022 17:25,17,542.73,169800,7.96,-60,682.3
4/15/2022 17:27,17,541.67,169920,7.94,-59,681
4/15/2022 17:29,16.9,541.94,170040,7.96,-60,681.3
4/15/2022 17:31,16.9,541.41,170160,7.94,-59,680.7
4/15/2022 17:33,16.9,541.14,170280,7.96,-60,680.3
4/15/2022 17:35,16.8,540.88,170400,7.96,-60,680
4/15/2022 17:37,16.8,540.35,170520,7.94,-59,679.3
4/15/2022 17:39,16.8,540.08,170640,7.94,-59,679
4/15/2022 17:41,16.7,539.82,170760,7.94,-59,678.7
4/15/2022 17:43,16.7,539.55,170880,7.94,-59,678.3
4/15/2022 17:45,16.7,539.55,171000,7.94,-59,678.3
4/15/2022 17:47,16.7,539.29,171120,7.94,-59,678
4/15/2022 17:49,16.6,538.76,171240,7.93,-58,677.3
4/15/2022 17:51,16.6,538.23,171360,7.94,-59,676.7
4/15/2022 17:53,16.6,537.96,171480,7.94,-59,676.3
4/15/2022 17:55,16.5,537.96,171600,7.93,-58,676.3
4/15/2022 17:57,16.5,537.16,171720,7.94,-59,675.3
4/15/2022 17:59,16.5,537.43,171840,7.93,-58,675.7
4/15/2022 18:01,16.4,537.16,171960,7.94,-59,675.3
4/15/2022 18:03,16.4,536.1,172080,7.93,-58,674
4/15/2022 18:05,16.4,536.1,172200,7.93,-58,674
4/15/2022 18:07,16.3,536.1,172320,7.91,-57,674
4/15/2022 18:09,16.3,535.84,172440,7.93,-58,673.7
4/15/2022 18:11,16.3,536.1,172560,7.94,-59,674
4/15/2022 18:13,16.2,535.57,172680,7.93,-58,673.3
4/15/2022 18:15,16.2,535.31,172800,7.91,-57,673
4/15/2022 18:17,16.2,535.04,172920,7.93,-58,672.7
4/15/2022 18:19,16.2,534.51,173040,7.93,-58,672
4/15/2022 18:21,16.1,534.78,173160,7.93,-58,672.3
4/15/2022 18:23,16.1,534.25,173280,7.93,-58,671.7
4/15/2022 18:25,16.1,533.45,173400,7.93,-58,670.7
4/15/2022 18:27,16.1,533.98,173520,7.91,-57,671.3
4/15/2022 18:29,16,533.72,173640,7.91,-57,671
4/15/2022 18:31,16,533.19,173760,7.91,-57,670.3
4/15/2022 18:33,16,532.92,173880,7.91,-57,670
4/15/2022 18:35,15.9,532.92,174000,7.91,-57,670
4/15/2022 18:37,15.9,532.66,174120,7.91,-57,669.7
4/15/2022 18:39,15.9,532.13,174240,7.93,-58,669
4/15/2022 18:41,15.8,532.39,174360,7.93,-58,669.3
4/15/2022 18:43,15.8,531.86,174480,7.91,-57,668.7
4/15/2022 18:45,15.8,531.86,174600,7.93,-58,668.7
4/15/2022 18:47,15.7,531.33,174720,7.91,-57,668
4/15/2022 18:49,15.7,530.8,174840,7.89,-56,667.3
4/15/2022 18:51,15.7,531.07,174960,7.89,-56,667.7
4/15/2022 18:53,15.7,530.54,175080,7.89,-56,667
4/15/2022 18:55,15.6,530.01,175200,7.91,-57,666.3
4/15/2022 18:57,15.6,528.68,175320,7.89,-56,664.7
4/15/2022 18:59,15.5,530.27,175440,7.89,-56,666.7
4/15/2022 19:01,15.5,529.48,175560,7.89,-56,665.7
4/15/2022 19:03,15.5,529.21,175680,7.89,-56,665.3
4/15/2022 19:05,15.5,528.95,175800,7.91,-57,665
4/15/2022 19:07,15.4,528.95,175920,7.91,-57,665
4/15/2022 19:09,15.4,528.95,176040,7.89,-56,665
4/15/2022 19:11,15.4,527.89,176160,7.89,-56,663.7
4/15/2022 19:13,15.4,527.89,176280,7.89,-56,663.7
4/15/2022 19:15,15.3,527.35,176400,7.91,-57,663
4/15/2022 19:17,15.2,525.5,176520,7.89,-56,660.7
4/15/2022 19:19,15.2,526.82,176640,7.89,-56,662.3
4/15/2022 19:21,15.2,526.29,176760,7.88,-55,661.7
4/15/2022 19:23,15.2,525.5,176880,7.88,-55,660.7
4/15/2022 19:25,15.1,525.5,177000,7.88,-55,660.7
4/15/2022 19:27,15.1,525.5,177120,7.89,-56,660.7
4/15/2022 19:29,15,524.97,177240,7.88,-55,660
4/15/2022 19:31,15,524.44,177360,7.88,-55,659.3
4/15/2022 19:33,15,523.91,177480,7.89,-56,658.7
4/15/2022 19:35,15,523.64,177600,7.89,-56,658.3
4/15/2022 19:37,14.9,523.38,177720,7.88,-55,658
4/15/2022 19:39,14.9,523.11,177840,7.89,-56,657.7
4/15/2022 19:41,14.9,522.58,177960,7.88,-55,657
4/15/2022 19:43,14.9,522.32,178080,7.86,-54,656.7
4/15/2022 19:45,14.8,521.79,178200,7.88,-55,656
4/15/2022 19:47,14.8,522.32,178320,7.88,-55,656.7
4/15/2022 19:49,14.7,520.99,178440,7.86,-54,655
4/15/2022 19:51,14.7,520.73,178560,7.88,-55,654.7
4/15/2022 19:53,14.7,520.2,178680,7.86,-54,654
4/15/2022 19:55,14.7,519.93,178800,7.86,-54,653.7
4/15/2022 19:57,14.6,519.4,178920,7.86,-54,653
4/15/2022 19:59,14.6,518.87,179040,7.86,-54,652.3
4/15/2022 20:01,14.6,518.61,179160,7.86,-54,652
4/15/2022 20:03,14.6,518.08,179280,7.86,-54,651.3
4/15/2022 20:05,14.5,517.81,179400,7.86,-54,651
4/15/2022 20:07,14.5,517.28,179520,7.86,-54,650.3
4/15/2022 20:09,14.4,517.28,179640,7.86,-54,650.3
4/15/2022 20:11,14.5,516.48,179760,7.86,-54,649.3
4/15/2022 20:13,14.4,516.22,179880,7.84,-53,649
4/15/2022 20:15,14.4,516.22,180000,7.84,-53,649
4/15/2022 20:17,14.4,516.22,180120,7.86,-54,649
4/15/2022 20:19,14.3,515.42,180240,7.86,-54,648
4/15/2022 20:21,14.3,515.16,180360,7.86,-54,647.7
4/15/2022 20:23,14.3,514.63,180480,7.86,-54,647
4/15/2022 20:25,14.3,514.36,180600,7.84,-53,646.7
4/15/2022 20:27,14.2,513.83,180720,7.81,-51,646
4/15/2022 20:29,14.2,513.83,180840,7.84,-53,646
4/15/2022 20:31,14.2,513.3,180960,7.84,-53,645.3
4/15/2022 20:33,14.1,513.04,181080,7.84,-53,645
4/15/2022 20:35,14.1,512.77,181200,7.84,-53,644.7
4/15/2022 20:37,14.1,512.51,181320,7.84,-53,644.3
4/15/2022 20:39,14.1,512.24,181440,7.84,-53,644
4/15/2022 20:41,14.1,511.98,181560,7.84,-53,643.7
4/15/2022 20:43,14,511.71,181680,7.84,-53,643.3
4/15/2022 20:45,14,511.18,181800,7.83,-52,642.7
4/15/2022 20:47,14,510.92,181920,7.84,-53,642.3
